date,SP500,VIX,TNX,SP500_return,VIX_return,TNX_return,sentiment_mean,sentiment_std,headline_count,pos_prob_mean,neg_prob_mean,neu_prob_mean,pct_positive,pct_negative
2015-03-03,2107.780029296875,2.121999979019165,13.859999656677246,-0.45385421527393,1.8234100948068432,6.288341236372941,1.0,0.0,1.0,0.9469295,0.024529388,0.028541027,100.0,0.0
2015-03-04,2098.530029296875,2.122999906539917,14.229999542236328,-0.438850348301556,0.04712193829587985,2.6695519099874554,0.0,0.0,3.0,0.10205722,0.022801472,0.8751413,0.0,0.0
2015-03-05,2101.0400390625,2.111999988555908,14.039999961853027,0.11960799848387271,-0.5181308746233793,-1.3352044026379573,0.0,0.0,1.0,0.22585514,0.1298041,0.64434075,0.0,0.0
2015-03-06,2071.260009765625,2.240000009536743,15.199999809265137,-1.4173946589881803,6.0606070868568285,8.262107197748247,-1.0,0.0,1.0,0.032722168,0.7691691,0.19810878,0.0,100.0
2015-03-09,2079.429931640625,2.194999933242798,15.0600004196167,0.39444211911976446,-2.0089319688552987,-0.921048627665777,-0.5,0.7071067811865476,2.0,0.045390144,0.4135815,0.5410283,0.0,50.0
2015-03-10,2044.1600341796875,2.125999927520752,16.690000534057617,-1.696133008584244,-3.1435083289550803,10.823373632299038,0.5,0.5773502691896257,4.0,0.4825119,0.040215388,0.4772727,50.0,0.0
2015-03-11,2040.239990234375,2.1089999675750732,16.8700008392334,-0.19176795748703235,-0.7996218497290042,1.0784919078251187,0.0,0.0,3.0,0.052756112,0.046995793,0.9002481,0.0,0.0
2015-03-12,2065.949951171875,2.0959999561309814,15.420000076293945,1.2601439566208406,-0.6164064316719342,-8.595143395412796,0.0,0.0,3.0,0.04980177,0.16776516,0.78243303,0.0,0.0
2015-03-13,2053.39990234375,2.111999988555908,16.0,-0.6074710968194674,0.7633603415937662,3.761348384152874,0.0,0.0,3.0,0.05541925,0.12980948,0.81477135,0.0,0.0
2015-03-16,2081.18994140625,2.0980000495910645,15.609999656677246,1.3533671171787054,-0.6628759015484764,-2.437502145767212,-0.2,0.447213595499958,5.0,0.14931808,0.21225803,0.63842386,0.0,20.0
2015-03-17,2074.280029296875,2.058000087738037,15.65999984741211,-0.3320173700583018,-1.9065758297205027,0.32030872411630273,0.4,0.8944271909999159,5.0,0.40439326,0.2431921,0.3524147,60.0,20.0
2015-03-18,2099.5,1.9509999752044678,13.970000267028809,1.2158421402569175,-5.199227792607819,-10.791823734676353,-1.0,0.0,1.0,0.017952133,0.77776194,0.20428595,0.0,100.0
